OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1
28746,0,0,5,None,Acacia melanoxylon,DIMOND AV,"3621
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9502,4,4,0,None,Prunus cerasifera/blireiana,LINWOOD AV,"3801
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
7477,2,3,0,None,Prunus cerasifera/blireiana,DELAWARE ST,"2888
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28488,1,1,0,High,Prunus cerasifera/blireiana,REINHARDT DR,"4860
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33489,0,0,3,None,Lagerstroemia indica,HARDING WY,"4059
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
17502,4,6,0,Low,Acer sp,EAST 12TH ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
12793,2,3,0,Low,Lagerstroemia indica,47TH AV,"2214
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
509,4,4,0,None,Platanus acerifolia,MARGARIDO DR,"6100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27002,0,0,4,None,Washingtonia robusta,EAST 7TH ST,"3101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36572,0,0,2,None,Cinnamomum camphora,33RD AV,"844
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20582,2,2,0,Low,Podocarpus gracilior,SHATTUCK AV,"6225
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13208,5,11.5,0,Low,Liquidambar styraciflua,GHORMLEY AV,"424
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
16690,5,7,0,None,Quercus sp,EAST 24TH ST,"812
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34274,0,0,2.5,None,Pistacia chinensis,DUBLIN AV,"5069
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6758,0,0,5,None,Liquidambar styraciflua,HUDSON ST,"407
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32505,0,0,2,None,Other,103RD AV,"1901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13508,0,0,3,None,Pyrus calleryana cvs,78TH AV,"2661
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30231,0,0,4,None,Schinus molle,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18192,0,0,5,None,Yucca gloriosa,88TH AV,"1008
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32283,0,0,2.5,None,Acer rubrum,63RD AV,"3150
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13511,0,0,8,None,Schinus terebinthefolia,82ND AV,"1290
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2262,0,0,5,None,Ulmus parvifolia,CAPELL ST,"628
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31772,3,3,0,Low,Fraxinus o. `Raywood',HARRINGTON AV,"2036
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
15690,4,8,0,Low,Quercus sp,67TH ST,"1249
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
8799,0,0,4,None,Unknown,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31964,4,8,0,Low,Pistacia chinensis,CHAPMAN ST,"2846
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30192,0,0,4,None,Crataegus phaenopyrum,54TH ST,"849
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20850,0,0,4,None,Dead,BAYO VISTA AV,"103
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9994,0,0,2,None,Crataegus phaenopyrum,MONTECITO AV,"180
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
7467,2,3,0,Moderate,Schinus terebinthefolia,SUTER ST,"4261
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
693,0,0,7,None,Fraxinus o. `Raywood',POPLAR ST,"1901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37846,0,0,3,None,Liquidambar styraciflua,ASHMOUNT AV,"1180
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29653,2,3,0,None,Unknown,CYPRESS ST,"1340
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27058,3,3,0,Low,Ceratonia siliqua,EAST 14TH ST,"3751
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10608,0,0,8,None,Aesculus carnea,CYPRESS ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36196,0,0,5,None,Podocarpus gracilior,EAST 21ST ST,"2517
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36313,0,0,10,None,Cinnamomum camphora,HAGEMAN AV,"3638
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22423,0,0,2,None,Pyrus calleryana cvs,WYMAN ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13903,0,0,3,None,Platanus acerifolia,HOLMAN RD,"1183
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22446,3,3,0,None,Pyrus kawakami,HILLEN DR,"5200
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22329,0,0,2,None,Fraxinus o. `Raywood',MELDON AV,"4701
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2529,4,4,0,None,Pyrus kawakami,EAST 23RD ST,"1721
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
989,0,0,4,None,Unknown,LEWIS ST,"323
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37519,0,0,11,None,Other,SAN LEANDRO ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31604,4,4,0,Low,Pyrus kawakami,DALE PL,"3809
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33304,4,6,0,None,Pyrus kawakami,39TH AV,"3763
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26585,0,0,4,None,Unknown,LOGAN ST,"2725
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34750,3,3,0,None,Lagerstroemia indica,8TH ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35493,2.5,8,0,Moderate,Lagerstroemia indica,44TH ST,"388
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2535,0,0,4,None,Pyrus calleryana cvs,EAST 29TH ST,"2100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
16073,2,4,0,None,Lagerstroemia indica,WEBSTER ST,"3773
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34888,0,0,3,None,Geijera parvifolia,SAN PABLO AV,"5944
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11115,0,0,5,None,Celtis sp,61ST ST,"560
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22346,0,0,2,None,Alnus rhombifolia,CONGRESS AV,"4808
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23204,0,0,5,None,Dead,79TH AV,"2530
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
5555,0,0,5,None,Pistacia chinensis,OCEAN VIEW DR,"5945
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
8735,2,2,0,Moderate,Fraxinus o. `Raywood',MACARTHUR BL,"8110
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11205,0,0,2,None,Leptospermum sp,ENTRADA AV,"68
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25796,2,5,0,None,Betula sp,WEBSTER ST,"4929
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25537,0,0,3,None,Other,ROSE AV,"1127
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38063,0,0,1,None,Unknown,BOWLES PL,"20
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
361,8,18,0,Moderate,Ficus retusa nitida,5TH ST,"581
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35320,5,5,0,Moderate,Pyrus calleryana cvs,WEST MACARTHUR BL,"280
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13171,0,0,7.5,None,Crataegus phaenopyrum,HILLMONT DR,"6258
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10862,2,2,0,Low,Prunus sp,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21105,0,0,5,None,Platanus acerifolia,BROADWAY,"5437
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26357,0,0,4,None,Ligustrum sp,IVY DR,"2715
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27911,0,0,4,None,Lagerstroemia indica,HOLLY ST,"7708
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
19865,0,0,4,None,Crataegus phaenopyrum,CONTRA COSTA RD,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33513,0,0,3,None,Ligustrum japonicum,LYMAN RD,"3988
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2382,0,0,3,None,Pistacia chinensis,EAST 31ST ST,"2221
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9968,4,5,0,None,Platanus acerifolia,WATER ST,"530
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22317,0,0,3,None,Shrub,MONTICELLO AV,"2832
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33522,0,0,3,None,Prunus cerasifera/blireiana,LAUREL AV,"3800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
17860,0,0,2.5,None,Pyrus kawakami,58TH AV,"3050
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29703,3,4,0,None,Podocarpus gracilior,BRUSH ST,"2101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11457,0,0,3,None,Celtis sp,44TH ST,"474
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27057,3,3,0,None,Lophostemon confertus,EAST 12TH ST,"2530
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9195,0,0,2,None,Pittosporum undulatum,BARROWS RD,"1367
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18200,3,4,0,None,Platanus acerifolia,98TH AV,"921
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2788,0,0,3,None,Prunus sp,HARPER ST,"3576
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38506,3,6,0,Low,Pyrus calleryana cvs,13TH AV,"3748
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24301,0,0,2,None,Podocarpus gracilior,VAN BUREN AV,"360
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31217,3,10,0,None,Prunus sp,HANOVER AV,"445
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1688,2,3,0,Low,Prunus sp,40TH ST,"390
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31593,4,8,0,None,Pyrus calleryana cvs,MACARTHUR BL,"3221
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27313,0,0,3,None,Pyrus kawakami,WALNUT ST,"5300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11231,1,4,0,Low,Lagerstroemia indica,PIEDMONT AV,"3970
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13794,0,0,4,None,Pyrus kawakami,JEAN ST,"473
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36129,4,4,0,None,Magnolia grandiflora,13TH AV,"2602
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23174,2,5,0,Low,Magnolia grandiflora,NEY AV,"7321
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25492,0,0,3,None,Dead,RACINE ST,"6239
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6438,3,3,0,Low,Photinia sp,BROADWAY,"3934
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38127,0,0,5.5,None,Platanus acerifolia,TRESTLE GLEN RD,"1206
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30804,2.5,3.5,0,Moderate,Ginkgo biloba,66TH ST,"450
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29953,0,0,3,None,Liquidambar styraciflua,13TH ST,"1738
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23221,0,0,7,None,Liquidambar styraciflua,89TH AV,"2450
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18535,0,0,2,None,Unknown,LAKE SHORE AV,"3774
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38284,0,0,0,None,Cercis sp,VICTOR AV,"3600
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11213,2.5,2.5,0,Moderate,Prunus cerasifera/blireiana,42ND ST,"414
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9405,2,2,0,Low,Stump,COOLIDGE AV,"3938
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1385,3,3,0,None,Podocarpus gracilior,SHATTUCK AV,"5834
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
17712,2,4,0,None,Prunus cerasifera/blireiana,WENTWORTH AV,"5397
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33427,0,0,3,None,Pyrus calleryana cvs,FLORIDA ST,"3251
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34605,2,6,0,None,Prunus cerasifera/blireiana,ATHENS AV,"857
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36804,2,3,0,None,Prunus cerasifera/blireiana,47TH AV,"2186
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35993,0,0,4,None,Washingtonia robusta,9TH AV,"2435
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24027,2,2,0,Low,Liquidambar styraciflua,OAKMORE RD,"4115
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34610,2,3,0,Low,Magnolia grandiflora,M L KING JR WY,"2910
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22859,4,12,0,Low,Liquidambar styraciflua,98TH AV,"2124
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
15812,2,8,0,Low,Lagerstroemia indica,POIRIER ST,"629
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38522,0,0,30,None,Quercus sp,WOODRUFF AV,"3840
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
358,3,6,0,Moderate,Platanus acerifolia,BELLEVUE AV,"424
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18560,3.5,6,0,Moderate,Liquidambar styraciflua,HARRISON ST,"3750
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
779,2,3,0,None,Lagerstroemia indica,10TH ST,"1101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
17426,2,3,0,None,Lagerstroemia indica,FOOTHILL BL,"3705
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31278,0,0,3,None,Cordyline australis,HADDON RD,"631
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18197,0,0,6,None,Liquidambar styraciflua,SUNNYSIDE ST,"9821
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13393,3,5,0,Low,Platanus acerifolia,EAST 14TH ST,"9440
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1023,3,3,0,Moderate,Gleditsia triacanthos,CHESTER ST,"926
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10615,3,6,0,Moderate,Pyrus calleryana cvs,34TH ST,"1450
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24448,0,0,3,None,Liquidambar styraciflua,ADAMS ST,"297
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24939,0,0,3,None,Platanus acerifolia,ETTIE ST,"3202
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3052,0,0,3,None,Palm sp,MONTICELLO AV,"2800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23689,0,0,2,None,Sapium sebiferum,DAISY ST,"4838
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36731,3,3,0,None,Lagerstroemia indica,BROOKDALE AV,"4809
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6582,0,0,2,None,Liquidambar styraciflua,LAWTON AV,"4801
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31590,3,2,0,Moderate,Pyrus calleryana cvs,EASTMAN AV,"2930
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
5103,0,0,2,None,Ginkgo biloba,VERNON ST,"404
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2031,2,3,0,None,Platanus acerifolia,BROADWAY,"5200
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38059,0,0,4,None,Pyrus calleryana cvs,14TH AV,"3700
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3916,0,0,4,None,Albizia julibrissin,88TH AV,"2362
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35653,3.5,3.5,0,Low,Platanus acerifolia,COLLEGE AV,"5625
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
23305,0,0,3,None,Cercis sp,WARFIELD AV,"1015
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34345,0,0,2,None,Pyrus calleryana cvs,ALPINE TR,"171
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35981,0,0,4,None,Liquidambar styraciflua,ATHOL AV,"668
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18946,3,4,0,Low,Crataegus sp,MIDVALE AV,"4225
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33209,0,0,6,None,Platanus acerifolia,ALMA PL,"933
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25982,2,5,0,None,Liquidambar styraciflua,AUBURN AV,"6008
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
63,0,0,4,None,Pyrus calleryana cvs,29TH ST,"222
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32911,3,3,0,None,Jacaranda acutifolia,CHETWOOD ST,"524
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
9065,0,0,3,None,Platanus acerifolia,HUBERT RD,"1120
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37088,0,0,3.5,None,Ligustrum japonicum,55TH AV,"3006
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4124,2,2,0,Low,Crataegus sp,SANTA CLARA AV,"377
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
15338,4,5,0,Moderate,Dead,SAN PABLO AV,"2314
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
19794,0,0,6,None,Juniperus sp,HANSOM DR,"8070
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34807,0,0,4,None,Ginkgo biloba,57TH ST,"632
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10322,3,4,0,Low,Magnolia grandiflora,CHESTNUT ST,"1108
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10977,0,0,4,None,Magnolia grandiflora,54TH ST,"608
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3203,0,0,4,None,Ligustrum japonicum,55TH AV,"1909
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33280,0,0,2,None,Tristaniopsis laurina,HILLCROFT CR,"935
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26245,2,2,0,Low,Podocarpus gracilior,12TH AV,"1720
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28723,0,0,4,None,Liquidambar styraciflua,MADELINE ST,"3060
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37695,4.5,4.5,0,Low,Ulmus americana,YORK ST,"811
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29991,0,0,4,None,Schinus molle,CHESTER ST,"343
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33491,0,0,30,None,Prunus cerasifera/blireiana,MADELINE ST,"3282
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26735,0,0,6,None,Malus sp,GEORGIA ST,"2939
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33291,2,2,0,None,Ginkgo biloba,EDGEWOOD AV,"4701
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28720,0,0,5,None,Liquidambar styraciflua,FRUITVALE AV,"3840
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24418,4,4,0,Low,Pyrus calleryana cvs,17TH ST,"108
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37774,0,0,6,None,Robinia pseudoacacia,SANTA RAY AV,"690
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30723,3,3,0,Low,Pyrus calleryana cvs,PIEDMONT AV,"4184
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37388,0,0,5,None,Yucca gloriosa,88TH AV,"1008
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25978,4,5,0,Low,Robinia hybrid,CORONADO AV,"5223
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
3584,4,6,0,Low,Pistacia chinensis,109TH AV,"2666
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1575,4,4,0,Low,Pyrus calleryana cvs,HOWE ST,"3873
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
38396,0,0,3,None,Pistacia chinensis,ARIZONA ST,"3124
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4155,2,2,0,Low,Unknown,FLORADA AV,"93
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14226,0,0,3,None,Fraxinus o. `Raywood',FRUITVALE AV,"3597
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
16801,0,0,3,None,Prunus cerasifera/blireiana,EAST 24TH ST,"1115
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25005,4,6,0,None,Magnolia grandiflora,32ND ST,"1617
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35850,0,0,5,None,Liquidambar styraciflua,EAST 32ND ST,"1432
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4486,3,7,0,Moderate,Platanus acerifolia,CLARENDON CR,"1166
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11874,3,2,0,Moderate,Unknown,EAST 12TH ST,"1318
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28876,0,0,0,None,Melaleuca sp,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25968,4,6,0,None,Platanus acerifolia,COLLEGE AV,"5638
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14200,0,0,4,None,Pyrus kawakami,39TH AV,"4097
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
32893,0,0,5,None,Pyrus kawakami,GRAND AV,"3601
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
6897,2,3,0,None,Liquidambar styraciflua,ALCATRAZ AV,"361
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
5592,0,0,20,None,Olea europaea,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
34344,0,0,10,None,Quercus agrifolia,ROCKRIDGE BL,"6000
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14148,0,0,2,None,Lagerstroemia indica,WISCONSIN ST,"3833
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
2400,0,0,3,None,Tristaniopsis laurina,7TH AV,"1949
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
31209,0,0,4,None,Sequoia sempervirens,HADDON RD,"416
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33580,2,2,0,Low,Lagerstroemia indica,HEARST AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1272,4,5,0,None,Ginkgo biloba,AILEEN ST,"724
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
10976,3,5,0,Low,Pyrus calleryana cvs,SHATTUCK AV,"4809
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30880,3,8,0,Low,Pistacia chinensis,BOYD AV,"5426
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29585,0,0,5,None,Schinus terebinthefolia,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
33607,0,0,0,None,Pistacia chinensis,MADELINE ST,"3012
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
18131,3,3,0,None,Betula pendula,102ND AV,"2154
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
20704,0,0,3,None,Magnolia grandiflora,55TH ST,"947
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
36553,4,4,0,High,Platanus acerifolia,EAST 14TH ST,"3444
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
13111,3,5,0,None,Celtis sp,MACARTHUR BL,"6630
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
1752,3,5,0,None,Nyssa sylvatica,AYALA AV,"5833
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14137,6,4,0,Moderate,Pistacia chinensis,MIDVALE AV,"3708
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24402,5,4,0,None,Schinus terebinthefolia,MADISON ST,"800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11757,4,2,0,None,Dead,BRYANT AV,"5374
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
27876,0,0,6,None,Platanus acerifolia,84TH AV,"1600
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
37927,0,0,2,None,Pyrus calleryana cvs,TRESTLE GLEN RD,"701
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
29302,0,0,4,Low,Platanus acerifolia,2ND ST,"590
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21959,3,6,0,High,Lagerstroemia indica,MACARTHUR BL,"4215
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
30613,3,5,0,None,Fraxinus o. `Raywood',51ST ST,"389
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
14731,0,0,0,Low,Platanus acerifolia,WASHINGTON ST,"105
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
24787,4,4,0,Moderate,Liquidambar styraciflua,WEST GRAND AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
